timestamp,time_diff,files,chunks,candidates,clones,files_rate,chunks_rate,candidates_rate,clones_rate
2025-01-02T10:56:09.002542,5.142334699630737,48200,228400,0,0,0,5036.622762392311,0,0
2025-01-02T10:56:14.149812,5.14726996421814,48200,228400,0,0,0,0,0,0
2025-01-02T10:56:19.256185,5.106372833251953,48200,230000,0,0,0,313.33395587197117,0,0
2025-01-02T10:56:24.411147,5.154961347579956,48200,230000,0,0,0,0,0,0
2025-01-02T10:56:29.549619,5.138472080230713,48200,230000,0,0,0,0,0,0
2025-01-02T10:56:34.732713,5.183094024658203,48200,240900,0,0,0,2102.990983405669,0,0
2025-01-02T10:56:39.904285,5.17157244682312,48200,265000,0,0,0,4660.091345100377,0,0
2025-01-02T10:56:45.134327,5.23004150390625,48200,299800,0,0,0,6653.8668907327665,0,0
2025-01-02T10:56:50.297260,5.162933349609375,48200,321700,0,0,0,4241.774688347845,0,0
2025-01-02T10:56:55.599055,5.30179500579834,48200,357600,0,0,0,6771.29160232294,0,0
2025-01-02T10:57:00.871792,5.272736549377441,48200,390700,0,0,0,6277.57516235249,0,0
2025-01-02T10:57:06.134435,5.262643098831177,48200,426500,0,0,0,6802.665377013903,0,0
2025-01-02T10:57:11.426305,5.291870355606079,48200,469600,0,0,0,8144.568385795942,0,0
2025-01-02T10:57:16.742781,5.316475868225098,48200,512700,0,0,0,8106.874002305763,0,0
2025-01-02T10:57:22.103931,5.361150503158569,48200,553700,0,0,0,7647.612201120727,0,0
2025-01-02T10:57:27.448525,5.3445940017700195,48200,591800,0,0,0,7128.698641539856,0,0
2025-01-02T10:57:32.805628,5.357102394104004,48200,633200,0,0,0,7728.058370802209,0,0
2025-01-02T10:57:38.189199,5.38357138633728,48200,672600,0,0,0,7318.561819388419,0,0
2025-01-02T10:57:43.660585,5.471385955810547,48200,691700,0,0,0,3490.8888084774985,0,0
2025-01-02T10:57:49.073189,5.412604093551636,48200,730800,0,0,0,7223.879545629839,0,0
2025-01-02T10:57:54.560184,5.48699426651001,48200,756900,0,0,0,4756.702619374313,0,0
2025-01-02T10:58:00.030159,5.469974994659424,48200,802800,0,0,0,8391.263222375637,0,0
2025-01-02T10:58:05.580281,5.550122976303101,48200,836500,0,0,0,6071.937530733299,0,0
2025-01-02T10:58:11.039810,5.459528923034668,48200,880800,0,0,0,8114.2531937308495,0,0
2025-01-02T10:58:16.493821,5.454010963439941,48200,909600,0,0,0,5280.517438093914,0,0
2025-01-02T10:58:21.988878,5.495056629180908,48200,937400,0,0,0,5059.0925400788565,0,0
2025-01-02T10:58:27.499648,5.510770320892334,48200,941300,0,0,0,707.7050526338196,0,0
2025-01-02T10:58:32.968588,5.468939542770386,48200,965700,0,0,0,4461.559651405428,0,0
2025-01-02T10:58:38.598241,5.629653453826904,48200,981200,0,0,0,2753.277822005806,0,0
2025-01-02T10:58:44.192014,5.5937721729278564,48200,988200,0,0,0,1251.3916876840024,0,0
2025-01-02T10:58:49.651211,5.459197521209717,48200,995200,0,0,0,1282.2397381307524,0,0
2025-01-02T10:58:55.158188,5.50697660446167,48200,1002200,0,0,0,1271.1148971159066,0,0
2025-01-02T10:59:00.746742,5.58855414390564,48200,1021100,0,0,0,3381.912300270114,0,0
2025-01-02T10:59:06.287668,5.540926694869995,48200,1034900,0,0,0,2490.5581250112145,0,0
2025-01-02T10:59:11.848568,5.560899257659912,48200,1050200,0,0,0,2751.3535655091887,0,0
2025-01-02T10:59:17.370327,5.521759510040283,48200,1066800,0,0,0,3006.2881170061855,0,0
2025-01-02T10:59:22.940796,5.57046914100647,48200,1085500,0,0,0,3356.9883481342276,0,0
2025-01-02T10:59:28.519156,5.578360080718994,48200,1131300,0,0,0,8210.298248458863,0,0
2025-01-02T10:59:34.165258,5.646101474761963,48200,1184800,0,0,0,9475.56473066321,0,0
2025-01-02T10:59:39.797924,5.632666110992432,48200,1229600,0,0,0,7953.604761441575,0,0
2025-01-02T10:59:45.664697,5.8667731285095215,48200,1274100,0,0,0,7585.089626826155,0,0
2025-01-02T10:59:51.666539,6.0018415451049805,48200,1292300,0,0,0,3032.402615634475,0,0
2025-01-02T10:59:57.739624,6.073085308074951,48200,1330600,0,0,0,6306.514408594789,0,0
2025-01-02T11:00:03.744953,6.005328893661499,48200,1354800,0,0,0,4029.7543112988537,0,0
2025-01-02T11:00:09.385039,5.640085697174072,48200,1407100,0,0,0,9272.90874785902,0,0
2025-01-02T11:00:15.198879,5.813840866088867,48200,1456500,0,0,0,8496.964594979147,0,0
2025-01-02T11:00:21.113574,5.914694547653198,48200,1511100,0,0,0,9231.245935035462,0,0
2025-01-02T11:00:26.955204,5.841629505157471,48200,1552000,0,0,0,7001.471073078174,0,0
2025-01-02T11:00:32.699239,5.744035005569458,48200,1557500,0,0,0,957.5150559958566,0,0
2025-01-02T11:00:38.500703,5.801464796066284,48200,1580200,0,0,0,3912.804920473164,0,0
2025-01-02T11:00:44.413433,5.912729501724243,48200,1632600,0,0,0,8862.235281475223,0,0
2025-01-02T11:00:50.198444,5.785011529922485,48200,1682100,0,0,0,8556.594873487358,0,0
2025-01-02T11:00:56.078189,5.8797447681427,48200,1725700,0,0,0,7415.287860151864,0,0
2025-01-02T11:01:01.878686,5.800497055053711,48200,1753200,0,0,0,4740.973013000756,0,0
2025-01-02T11:01:07.723490,5.844804048538208,48200,1796200,0,0,0,7356.961780567194,0,0
2025-01-02T11:01:13.617850,5.894359588623047,48200,1839100,0,0,0,7278.14436072124,0,0
2025-01-02T11:01:19.421009,5.803159236907959,48200,1892100,0,0,0,9132.956349521002,0,0
2025-01-02T11:01:25.469797,6.048787832260132,48200,1912900,0,0,0,3438.7055021283613,0,0
2025-01-02T11:01:31.353157,5.883360147476196,48200,1912900,0,0,0,0,0,0
2025-01-02T11:01:37.255573,5.902415752410889,48200,1924100,0,0,0,1897.528142680439,0,0
2025-01-02T11:01:43.122179,5.866605997085571,48200,1944400,0,0,0,3460.263056711954,0,0
2025-01-02T11:01:49.075596,5.953417539596558,48200,1987800,0,0,0,7289.930483011455,0,0
2025-01-02T11:01:54.983430,5.9078333377838135,48200,2023300,0,0,0,6008.97113548518,0,0
2025-01-02T11:02:00.970732,5.987302541732788,48200,2054100,0,0,0,5144.219752604344,0,0
2025-01-02T11:02:06.920876,5.950143575668335,48200,2101000,0,0,0,7882.1627417170475,0,0
2025-01-02T11:02:12.906847,5.985971212387085,48200,2117700,0,0,0,2789.8563837797637,0,0
2025-01-02T11:02:18.844224,5.9373767375946045,48200,2142800,0,0,0,4227.456182975632,0,0
2025-01-02T11:02:24.826807,5.98258376121521,48200,2142800,0,0,0,0,0,0
2025-01-02T11:02:30.813236,5.986428737640381,48200,2156100,0,0,0,2221.691860520225,0,0
2025-01-02T11:02:36.792652,5.979416131973267,48200,2190100,0,0,0,5686.173908886261,0,0
2025-01-02T11:02:42.803539,6.0108864307403564,48200,2196500,0,0,0,1064.7348063789182,0,0
2025-01-02T11:02:48.809180,6.005641460418701,48200,2212900,0,0,0,2730.7657488525174,0,0
2025-01-02T11:02:54.920813,6.111633062362671,48200,2233200,0,0,0,3321.5344888772343,0,0
2025-01-02T11:03:00.977145,6.056332111358643,48200,2270000,0,0,0,6076.285006065247,0,0
2025-01-02T11:03:07.027957,6.050811290740967,48200,2293200,0,0,0,3834.1965870760096,0,0
2025-01-02T11:03:13.054712,6.026755332946777,48200,2321700,0,0,0,4728.912727582878,0,0
2025-01-02T11:03:19.064775,6.0100626945495605,48200,2334400,0,0,0,2113.122715261764,0,0
2025-01-02T11:03:25.113214,6.0484397411346436,48200,2381200,0,0,0,7737.532653540276,0,0
2025-01-02T11:03:31.248273,6.135058403015137,48200,2416800,0,0,0,5802.7157463576905,0,0
2025-01-02T11:03:37.354896,6.106622695922852,48200,2464600,0,0,0,7827.567279032018,0,0
2025-01-02T11:03:43.480465,6.125569105148315,48200,2506000,0,0,0,6758.555701413085,0,0
2025-01-02T11:03:49.649230,6.1687657833099365,48200,2551700,0,0,0,7408.28904926895,0,0
2025-01-02T11:03:55.874440,6.225209712982178,48200,2599300,0,0,0,7646.32874949321,0,0
2025-01-02T11:04:02.113041,6.238600969314575,48200,2630800,0,0,0,5049.208974085235,0,0
2025-01-02T11:04:08.355011,6.241969585418701,48200,2652200,0,0,0,3428.4050422146556,0,0
2025-01-02T11:04:14.515144,6.160133123397827,48200,2682800,0,0,0,4967.425116800325,0,0
2025-01-02T11:04:20.660715,6.145570993423462,48200,2710000,0,0,0,4425.9516372209255,0,0
2025-01-02T11:04:26.838756,6.178041458129883,48200,2746400,0,0,0,5891.834855219379,0,0
2025-01-02T11:04:33.123963,6.285207033157349,48200,2798600,0,0,0,8305.215679391476,0,0
2025-01-02T11:04:39.418000,6.294037103652954,48200,2839500,0,0,0,6498.213996269949,0,0
2025-01-02T11:04:45.624671,6.2066709995269775,48200,2892700,0,0,0,8571.422587737368,0,0
2025-01-02T11:04:51.943548,6.318876266479492,48200,2945900,0,0,0,8419.218506020838,0,0
2025-01-02T11:04:58.237847,6.294299364089966,48200,2994400,0,0,0,7705.385015002725,0,0
2025-01-02T11:05:04.631533,6.393686056137085,48200,3041100,0,0,0,7304.080868214391,0,0
2025-01-02T11:05:10.979949,6.348416090011597,48200,3085500,0,0,0,6993.870497848684,0,0
2025-01-02T11:05:17.315945,6.335995435714722,48200,3123700,0,0,0,6029.044747203312,0,0
2025-01-02T11:05:23.700822,6.384877443313599,48200,3171600,0,0,0,7502.101712251668,0,0
2025-01-02T11:05:31.051122,7.350299835205078,48200,3181200,0,0,0,1306.069169317384,0,0
2025-01-02T11:05:38.726134,7.675012111663818,48200,3204700,0,0,0,3061.8844189557353,0,0
2025-01-02T11:05:46.028249,7.302114963531494,48200,3236900,0,0,0,4409.681326686103,0,0
2025-01-02T11:05:52.829071,6.800822019577026,48200,3261400,0,0,0,3602.50568673517,0,0
2025-01-02T11:05:59.599031,6.769960165023804,48200,3295800,0,0,0,5081.270666513448,0,0
2025-01-02T11:06:06.284948,6.685916900634766,48200,3339000,0,0,0,6461.342646346467,0,0
2025-01-02T11:06:13.014775,6.729827165603638,48200,3385700,0,0,0,6939.256960221088,0,0
2025-01-02T11:06:20.290239,7.275463342666626,48200,3421700,0,0,0,4948.138462725752,0,0
2025-01-02T11:06:28.716636,8.426397323608398,48200,3457300,0,0,0,4224.8185829380245,0,0
2025-01-02T11:06:36.073987,7.357351303100586,48200,3492800,0,0,0,4825.106011322219,0,0
2025-01-02T11:06:42.956621,6.882634162902832,48200,3533300,0,0,0,5884.374941543987,0,0
2025-01-02T11:06:49.743845,6.787224054336548,48200,3576800,0,0,0,6409.100340839143,0,0
2025-01-02T11:06:56.443741,6.69989538192749,48200,3614000,0,0,0,5552.325503521212,0,0
2025-01-02T11:07:02.992527,6.548785924911499,48200,3658600,0,0,0,6810.42265106608,0,0
2025-01-02T11:07:09.688462,6.695935249328613,48200,3681100,0,0,0,3360.2475475335614,0,0
2025-01-02T11:07:16.198338,6.509876012802124,48200,3725700,0,0,0,6851.128948122974,0,0
2025-01-02T11:07:22.746631,6.548292875289917,48200,3769700,0,0,0,6719.308503447466,0,0
2025-01-02T11:07:29.536438,6.789806604385376,48200,3804700,0,0,0,5154.785996024441,0,0
2025-01-02T11:07:36.175367,6.638929843902588,48200,3829100,0,0,0,3675.291134821942,0,0
2025-01-02T11:07:42.880790,6.705422401428223,48200,3829100,0,0,0,0,0,0
2025-01-02T11:07:49.672458,6.791667938232422,48200,3829500,0,0,0,58.895694494760995,0,0
2025-01-02T11:07:56.488165,6.815707206726074,48200,3829500,0,0,0,0,0,0
2025-01-02T11:08:03.376371,6.888206243515015,48200,3829500,0,0,0,0,0,0
2025-01-02T11:08:10.461372,7.08500075340271,48200,3848600,0,0,0,2695.8359871488865,0,0
2025-01-02T11:08:17.459614,6.998241901397705,48200,3892100,0,0,0,6215.846867384233,0,0
2025-01-02T11:08:24.321121,6.861507415771484,48200,3931500,0,0,0,5742.178447470205,0,0
2025-01-02T11:08:31.166257,6.8451361656188965,48200,3982400,0,0,0,7435.93681242686,0,0
2025-01-02T11:08:37.985976,6.819718599319458,48200,4028200,0,0,0,6715.819624078095,0,0
2025-01-02T11:08:44.723438,6.737462043762207,48200,4068200,0,0,0,5936.953668931387,0,0
2025-01-02T11:08:51.436954,6.713515996932983,48200,4119200,0,0,0,7596.615547397064,0,0
2025-01-02T11:08:58.220692,6.783737897872925,48200,4179000,0,0,0,8815.199068753907,0,0
2025-01-02T11:09:05.017581,6.796888589859009,48200,4237000,0,0,0,8533.316271585838,0,0
2025-01-02T11:09:11.766483,6.748902082443237,48200,4272500,0,0,0,5260.114840360566,0,0
2025-01-02T11:09:18.484007,6.717524290084839,48200,4316900,0,0,0,6609.577886534036,0,0
2025-01-02T11:09:25.273672,6.78966498374939,48200,4354500,0,0,0,5537.828462817104,0,0
2025-01-02T11:09:32.178706,6.905033826828003,48200,4396500,0,0,0,6082.519080039573,0,0
2025-01-02T11:09:39.083215,6.9045093059539795,48200,4445300,0,0,0,7067.844771809953,0,0
2025-01-02T11:09:45.930361,6.847146034240723,48200,4492200,0,0,0,6849.569114703528,0,0
2025-01-02T11:09:52.864657,6.934295892715454,48200,4549600,0,0,0,8277.696955548041,0,0
2025-01-02T11:09:59.992523,7.127866268157959,48200,4613100,0,0,0,8908.696882217206,0,0
2025-01-02T11:10:07.159716,7.1671929359436035,48200,4625300,0,0,0,1702.2005838320297,0,0
2025-01-02T11:10:14.243232,7.083516359329224,48200,4632900,0,0,0,1072.9134534983534,0,0
2025-01-02T11:10:21.169714,6.926481485366821,48200,4634800,0,0,0,274.30954720863986,0,0
2025-01-02T11:10:28.110850,6.94113564491272,48200,4643600,0,0,0,1267.804066968447,0,0
2025-01-02T11:10:35.061013,6.950163125991821,48200,4649800,0,0,0,892.0653929421593,0,0
2025-01-02T11:10:41.974985,6.913971900939941,48200,4654300,0,0,0,650.8559861789768,0,0
2025-01-02T11:10:48.906495,6.931509971618652,48200,4658600,0,0,0,620.3554517856172,0,0
2025-01-02T11:10:55.888784,6.982289791107178,48200,4660500,0,0,0,272.11703564923477,0,0
2025-01-02T11:11:02.917550,7.028765678405762,48200,4665100,0,0,0,654.4534574729705,0,0
2025-01-02T11:11:09.883301,6.9657509326934814,48200,4669400,0,0,0,617.3060222147934,0,0
2025-01-02T11:11:16.828623,6.945321559906006,48200,4697800,0,0,0,4089.083529832181,0,0
2025-01-02T11:11:23.813757,6.9851343631744385,48200,4746100,0,0,0,6914.684455411071,0,0
2025-01-02T11:11:30.881399,7.067642450332642,48200,4793900,0,0,0,6763.217060839046,0,0
2025-01-02T11:11:38.019093,7.137693166732788,48200,4850300,0,0,0,7901.712595726018,0,0
2025-01-02T11:11:45.134800,7.115707159042358,48200,4888300,0,0,0,5340.298462354666,0,0
2025-01-02T11:11:52.359011,7.224211692810059,48200,4936300,0,0,0,6644.323566510696,0,0
2025-01-02T11:11:59.559246,7.200234413146973,48200,4988600,0,0,0,7263.652403386334,0,0
2025-01-02T11:12:06.711229,7.15198278427124,48200,5038800,0,0,0,7019.032555615301,0,0
2025-01-02T11:12:13.831285,7.120055913925171,48200,5089400,0,0,0,7106.685763666292,0,0
2025-01-02T11:12:20.925331,7.094046115875244,48200,5134800,0,0,0,6399.732854626174,0,0
2025-01-02T11:12:28.069216,7.143885374069214,48200,5174800,0,0,0,5599.193982757828,0,0
2025-01-02T11:12:35.264655,7.195439338684082,48200,5225800,0,0,0,7087.8229388738055,0,0
2025-01-02T11:12:42.908481,7.643825531005859,48200,5264400,0,0,0,5049.827451375722,0,0
2025-01-02T11:12:50.214587,7.306106090545654,48200,5282900,0,0,0,2532.128574472744,0,0
2025-01-02T11:12:57.606249,7.391661882400513,48200,5321800,0,0,0,5262.686608084791,0,0
2025-01-02T11:13:04.947429,7.341180324554443,48200,5373400,0,0,0,7028.842463848856,0,0
2025-01-02T11:13:16.363612,11.41618275642395,48200,5429900,0,0,0,4949.1148841504955,0,0
2025-01-02T11:13:25.294314,8.930702209472656,48200,5451100,0,0,0,2373.8334906647647,0,0
2025-01-02T11:13:33.610166,8.31585144996643,48200,5483300,0,0,0,3872.123040404959,0,0
2025-01-02T11:13:41.849102,8.238936185836792,48200,5503700,0,0,0,2476.0478221774288,0,0
2025-01-02T11:13:49.775883,7.92678165435791,48200,5522100,0,0,0,2321.244712207283,0,0
2025-01-02T11:13:57.506828,7.7309441566467285,48200,5562900,0,0,0,5277.492525272212,0,0
2025-01-02T11:14:05.161424,7.6545960903167725,48200,5611300,0,0,0,6322.998552624747,0,0
2025-01-02T11:14:12.879950,7.718526601791382,48200,5662700,0,0,0,6659.302047112288,0,0
2025-01-02T11:14:20.412908,7.532958030700684,48200,5707800,0,0,0,5987.023930864114,0,0
2025-01-02T11:14:28.008067,7.59515905380249,48200,5759300,0,0,0,6780.634827419012,0,0
2025-01-02T11:14:36.507721,8.499653816223145,48200,5805800,0,0,0,5470.81104776835,0,0
2025-01-02T11:14:44.275302,7.76758074760437,48200,5850000,0,0,0,5690.317414934102,0,0
2025-01-02T11:14:52.006302,7.731000185012817,48200,5897700,0,0,0,6169.964928014151,0,0
2025-01-02T11:14:59.640864,7.634561538696289,48200,5947800,0,0,0,6562.262907445932,0,0
2025-01-02T11:15:07.403827,7.76296329498291,48200,6002900,0,0,0,7097.805039940138,0,0
2025-01-02T11:15:15.336064,7.932237148284912,48200,6055600,0,0,0,6643.775143736677,0,0
2025-01-02T11:15:22.965025,7.628961086273193,48200,6112300,0,0,0,7432.204642126231,0,0
2025-01-02T11:15:30.669880,7.704854726791382,48200,6163300,0,0,0,6619.203321597018,0,0
2025-01-02T11:15:38.309502,7.639622449874878,48200,6217600,0,0,0,7107.6810871575635,0,0
2025-01-02T11:15:45.911983,7.60248064994812,48200,6272900,0,0,0,7273.941565425408,0,0
2025-01-02T11:15:53.606191,7.694207668304443,48200,6331600,0,0,0,7629.115632244899,0,0
2025-01-02T11:16:01.268584,7.662393569946289,48200,6376700,0,0,0,5885.889257489045,0,0
2025-01-02T11:16:08.878520,7.609935760498047,48200,6437000,0,0,0,7923.85138295222,0,0
2025-01-02T11:16:16.451869,7.573348522186279,48200,6499100,0,0,0,8199.807498371001,0,0
2025-01-02T11:16:24.144137,7.692268133163452,48200,6557200,0,0,0,7553.038842927895,0,0
2025-01-02T11:16:31.897413,7.753276824951172,48200,6611900,0,0,0,7055.08151391776,0,0
2025-01-02T11:16:39.798196,7.900782823562622,48200,6664500,0,0,0,6657.568139087463,0,0
2025-01-02T11:16:47.601261,7.803064584732056,48200,6725200,0,0,0,7778.994950108354,0,0
2025-01-02T11:16:55.439942,7.838680982589722,48200,6782400,0,0,0,7297.146053914599,0,0
2025-01-02T11:17:03.316211,7.876269340515137,48200,6824700,0,0,0,5370.562911353337,0,0
2025-01-02T11:17:11.307188,7.990976810455322,48200,6864300,0,0,0,4955.589402810895,0,0
2025-01-02T11:17:19.389408,8.082220315933228,48200,6908100,0,0,0,5419.302900423664,0,0
2025-01-02T11:17:27.384011,7.994602203369141,48200,6956900,0,0,0,6104.118598850905,0,0
2025-01-02T11:17:35.335957,7.95194673538208,48200,7006200,0,0,0,6199.739716645776,0,0
2025-01-02T11:17:43.765451,8.42949366569519,48200,7058500,0,0,0,6204.405872305351,0,0
2025-01-02T11:17:52.232667,8.467216491699219,48200,7115300,0,0,0,6708.225785378644,0,0
2025-01-02T11:18:00.364022,8.131354093551636,48200,7160100,0,0,0,5509.537462589104,0,0
2025-01-02T11:18:08.485956,8.121934652328491,48200,7210200,0,0,0,6168.4810509570825,0,0
2025-01-02T11:18:16.397331,7.911375284194946,48200,7269700,0,0,0,7520.81627563123,0,0
2025-01-02T11:18:24.402503,8.00517201423645,48200,7327100,0,0,0,7170.364346689798,0,0
2025-01-02T11:18:32.467233,8.064729690551758,48200,7373200,0,0,0,5716.2486244279835,0,0
2025-01-02T11:18:40.525535,8.058301448822021,48200,7429800,0,0,0,7023.812692968181,0,0
2025-01-02T11:18:48.688801,8.16326642036438,48200,7493400,0,0,0,7790.998936570432,0,0
2025-01-02T11:18:56.926015,8.237213611602783,48200,7542000,0,0,0,5900.053378674429,0,0
2025-01-02T11:19:05.085245,8.15923023223877,48200,7585400,0,0,0,5319.129227230017,0,0
2025-01-02T11:19:13.173927,8.088681936264038,48200,7644100,0,0,0,7257.053802156557,0,0
2025-01-02T11:19:21.295849,8.121922016143799,48200,7696100,0,0,0,6402.4254230267825,0,0
2025-01-02T11:19:29.502871,8.207022428512573,48200,7743500,0,0,0,5775.541667258572,0,0
2025-01-02T11:19:37.824404,8.321533203125,48200,7792600,0,0,0,5900.3549948657765,0,0
2025-01-02T11:19:46.171774,8.347369194030762,48200,7850000,0,0,0,6876.418026537867,0,0
2025-01-02T11:19:54.439325,8.267550945281982,48200,7904200,0,0,0,6555.750349615946,0,0
2025-01-02T11:20:02.620448,8.181123495101929,48200,7959500,0,0,0,6759.4628088805075,0,0
2025-01-02T11:20:10.906621,8.286173105239868,48200,8007200,0,0,0,5756.577782551549,0,0
2025-01-02T11:20:19.043268,8.13664698600769,48200,8055300,0,0,0,5911.525974116353,0,0
2025-01-02T11:20:27.391101,8.347832679748535,48200,8086600,0,0,0,3749.476205474552,0,0
2025-01-02T11:20:38.955174,11.564073324203491,48200,8123600,0,0,0,3199.5646311373143,0,0
2025-01-02T11:20:49.807189,10.852015018463135,48200,8163300,0,0,0,3658.306769061431,0,0
2025-01-02T11:20:59.466181,9.658991813659668,48200,8216100,0,0,0,5466.4090226612125,0,0
2025-01-02T11:21:09.161234,9.69505262374878,48200,8273800,0,0,0,5951.489098538712,0,0
2025-01-02T11:21:18.607648,9.446414709091187,48200,8326600,0,0,0,5589.422190959446,0,0
2025-01-02T11:21:27.766299,9.158651113510132,48200,8344900,0,0,0,1998.110832391602,0,0
2025-01-02T11:21:36.480588,8.714288711547852,48200,8354300,0,0,0,1078.6881535774078,0,0
2025-01-02T11:21:45.323611,8.843022346496582,48200,8397700,0,0,0,4907.824304797122,0,0
2025-01-02T11:21:54.604057,9.28044605255127,48200,8459200,0,0,0,6626.836646832633,0,0
2025-01-02T11:22:04.107261,9.503204822540283,48200,8495700,0,0,0,3840.809567044905,0,0
2025-01-02T11:22:13.623519,9.516257762908936,48200,8537200,0,0,0,4360.957955736821,0,0
2025-01-02T11:22:22.950283,9.32676362991333,48200,8599600,0,0,0,6690.423653481165,0,0
2025-01-02T11:22:32.180461,9.230178594589233,48200,8657800,0,0,0,6305.4034549360795,0,0
2025-01-02T11:22:41.051287,8.87082552909851,48200,8718300,0,0,0,6820.109334981843,0,0
2025-01-02T11:22:49.900905,8.849617719650269,48200,8761700,0,0,0,4904.166640286824,0,0
2025-01-02T11:22:59.233890,9.332985639572144,48200,8805700,0,0,0,4714.4613416567,0,0
2025-01-02T11:23:08.061102,8.827211856842041,48200,8860800,0,0,0,6242.061581119928,0,0
2025-01-02T11:23:16.828802,8.7677001953125,48200,8901300,0,0,0,4619.227288548555,0,0
2025-01-02T11:23:26.275415,9.44661259651184,48200,8954200,0,0,0,5599.890908994544,0,0
2025-01-02T11:23:35.969797,9.694382190704346,48200,8973800,0,0,0,2021.7894873996052,0,0
2025-01-02T11:23:45.365144,9.395347118377686,48200,9017600,0,0,0,4661.882040986586,0,0
2025-01-02T11:23:55.206306,9.841162204742432,48200,9048800,0,0,0,3170.3572556668964,0,0
2025-01-02T11:24:04.255188,9.048882007598877,48200,9095100,0,0,0,5116.654185690472,0,0
2025-01-02T11:24:13.053775,8.79858684539795,48200,9138500,0,0,0,4932.610288742007,0,0
2025-01-02T11:24:21.892333,8.838557243347168,48200,9192800,0,0,0,6143.536609537933,0,0
2025-01-02T11:24:30.772472,8.880139827728271,48200,9251500,0,0,0,6610.25627284708,0,0
2025-01-02T11:24:40.107885,9.335412502288818,48200,9285400,0,0,0,3631.333911778246,0,0
2025-01-02T11:24:50.960626,10.852741003036499,48200,9305300,0,0,0,1833.6381559674335,0,0
2025-01-02T11:25:00.601137,9.640511512756348,48200,9347600,0,0,0,4387.733985279571,0,0
2025-01-02T11:25:09.774143,9.173005819320679,48200,9386800,0,0,0,4273.408386750922,0,0
2025-01-02T11:25:18.805009,9.030866146087646,48200,9432300,0,0,0,5038.276424871109,0,0
2025-01-02T11:25:28.557513,9.752503156661987,48200,9457700,0,0,0,2604.459551766371,0,0
2025-01-02T11:25:38.161374,9.603861331939697,48200,9502900,0,0,0,4706.440299140692,0,0
2025-01-02T11:25:47.969088,9.807713747024536,48200,9516200,0,0,0,1356.0754670307292,0,0
2025-01-02T11:25:58.319260,10.350172519683838,48200,9553800,0,0,0,3632.789688142179,0,0
